Collection,Title,Version,DOI,Dataset Progress,Level,Granularity,Granule Size,Format,Creation Date,Data Start Date,Data End Date,Mission/Project,Metadata Author,L2,L34RS,GeoTiff,Giovanni,AIRS L1L2,WCS,WMS,THREDDS,OPeNDAP,GDS,Worldview
GPM_1CF19SSMIS,GPM SSMIS on F19 Common Calibrated Brightness Temperatures L1C 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F19/1C/07,ACTIVE,1,1.5 hours,24 MB per file,HDF5,2021-07-29T00:00:00.000Z,2014-12-18T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGCOMW1AMSR2,GPM AMSR-2 on GCOM-W1 Common Calibrated Brightness Temperature L1C 1.5 hours 10 km V05,05,10.5067/GPM/AMSR2/GCOMW1/1C/05,ACTIVE,1,1.5 hours,84 MB per file,HDF5,2016-03-14T00:00:00.000Z,2012-07-02T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGCOMW1AMSR2,GPM AMSR-2 on GCOM-W1 Common Calibrated Brightness Temperature L1C 1.5 hours 10 km V07,07,10.5067/GPM/AMSR2/GCOMW1/1C/07,ACTIVE,1,1.5 hours,84 MB per file,HDF5,2022-05-09T00:00:00.000Z,2012-07-02T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGPMGMI,GPM GMI Common Calibrated Brightness Temperatures Collocated L1C 1.5 hours 13 km V05,05,10.5067/GPM/GMI/GPM/1C/05,ACTIVE,1,1.5 hours,172 MB per file,HDF5,2016-03-03T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGPMGMI,GPM GMI Common Calibrated Brightness Temperatures Collocated L1C 1.5 hours 13 km V07,07,10.5067/GPM/GMI/GPM/1C/07,ACTIVE,1,1.5 hours,172 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGPMGMI_R,GPM GMI_R Common Calibrated Brightness Temperatures Collocated L1C 1.5 hours 13 km V05,05,10.5067/GPM/GMI/R/1C/05,ACTIVE,1,1.5 hours,172 MB per file,HDF5,2016-03-03T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CGPMGMI_R,GPM GMI_R Common Calibrated Brightness Temperatures Collocated L1C 1.5 hours 13 km V07,07,10.5067/GPM/GMI/R/1C/07,ACTIVE,1,1.5 hours,172 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPAMHS,GPM MHS on METOP-A Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V05,05,10.5067/GPM/MHS/METOPA/1C/05,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2016-03-14T00:00:00.000Z,2006-12-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPAMHS,GPM MHS on METOP-A Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V07,07,10.5067/GPM/MHS/METOPA/1C/07,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2022-05-09T00:00:00.000Z,2006-11-23T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPBMHS,GPM MHS on METOP-B Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V05,05,10.5067/GPM/MHS/METOPB/1C/05,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2016-03-14T00:00:00.000Z,2013-04-23T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPBMHS,GPM MHS on METOP-B Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V07,07,10.5067/GPM/MHS/METOPB/1C/07,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2022-05-09T00:00:00.000Z,2012-09-25T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPCMHS,GPM MHS on METOP-C Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V05,05,10.5067/GPM/MHS/METOPC/1C/05,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2020-01-22T00:00:00.000Z,2019-07-02T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMETOPCMHS,GPM MHS on METOP-C Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V07,07,10.5067/GPM/MHS/METOPC/1C/07,ACTIVE,1,1.5 hours,4 MB per file,HDF5,2022-05-09T00:00:00.000Z,2018-11-16T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMT1SAPHIR,GPM SAPHIR on MT1 Common Calibrated Brightness Temperature L1C 1.5 hours 10 km V05,05,10.5067/GPM/SAPHIR/MT1/1C/05,COMPLETE,1,1.5 hours,10 MB per file,HDF5,2016-03-14T00:00:00.000Z,2011-10-13T00:00:00.000Z,2022-01-01T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CMT1SAPHIR,GPM SAPHIR on MT1 Common Calibrated Brightness Temperature L1C 1.5 hours 10 km V07,07,10.5067/GPM/SAPHIR/MT1/1C/07,ACTIVE,1,1.5 hours,10 MB per file,HDF5,2022-05-09T00:00:00.000Z,2011-10-13T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA15AMSUB,GPM AMSU-B on NOAA 15 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V05,05,10.5067/GPM/AMSUB/NOAA15/1C/05,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2017-10-02T00:00:00.000Z,2000-01-01T00:00:00.000Z,2010-09-15T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA15AMSUB,GPM AMSU-B on NOAA 15 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V07,07,10.5067/GPM/AMSUB/NOAA15/1C/07,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2021-07-29T00:00:00.000Z,2000-01-01T00:00:00.000Z,2010-09-15T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA16AMSUB,GPM AMSU-B on NOAA 16 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V05,05,10.5067/GPM/AMSUB/NOAA16/1C/05,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2017-10-02T00:00:00.000Z,2000-10-04T00:00:00.000Z,2010-05-01T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA16AMSUB,GPM AMSU-B on NOAA 16 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V07,07,10.5067/GPM/AMSUB/NOAA16/1C/07,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2021-07-29T00:00:00.000Z,2000-10-04T00:00:00.000Z,2010-05-01T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA17AMSUB,GPM AMSU-B on NOAA 17 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V05,05,10.5067/GPM/AMSUB/NOAA17/1C/05,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2017-10-02T00:00:00.000Z,2002-06-28T00:00:00.000Z,2009-12-18T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA17AMSUB,GPM AMSU-B on NOAA 17 Common Calibrated Brightness Temperatures L1C 1.5 hours 16 km V07,07,10.5067/GPM/AMSUB/NOAA17/1C/07,COMPLETE,1,1.5 hours,24 MB per file,HDF5,2021-07-29T00:00:00.000Z,2002-06-28T00:00:00.000Z,2009-12-18T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA18MHS,GPM MHS on NOAA-18 Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V05,05,10.5067/GPM/MHS/NOAA18/1C/05,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2016-03-14T00:00:00.000Z,2005-05-25T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA18MHS,GPM MHS on NOAA-18 Common Calibrated Brightness Temperature L1C 1.5 hours 17 km V07,07,10.5067/GPM/MHS/NOAA18/1C/07,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2022-05-09T00:00:00.000Z,2005-05-25T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA19MHS,GPM MHS on NOAA-19 Common Calibrated Brightness Temperatures L1C 1.5 hours 17 km V05,05,10.5067/GPM/MHS/NOAA19/1C/05,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2016-03-14T00:00:00.000Z,2009-02-25T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA19MHS,GPM MHS on NOAA-19 Common Calibrated Brightness Temperatures L1C 1.5 hours 17 km V07,07,10.5067/GPM/MHS/NOAA19/1C/07,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2022-05-09T00:00:00.000Z,2009-02-12T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA20ATMS,GPM ATMS on NOAA-20 Common Calibrated Brightness Temperatures L1C 1.5 hours 17 km V05,05,10.5067/GPM/ATMS/NOAA20/1C/05,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2018-09-15T00:00:00.000Z,2017-11-29T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA20ATMS,GPM ATMS on NOAA-20 Common Calibrated Brightness Temperatures L1C 1.5 hours 17 km V07,07,10.5067/GPM/ATMS/NOAA20/1C/07,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2022-05-09T00:00:00.000Z,2017-11-29T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNOAA21ATMS,GPM ATMS on NOAA-21 Common Calibrated Brightness Temperatures L1C 1.5 hours 17 km V07,07,10.5067/GPM/ATMS/NOAA21/1C/07,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2023-05-30T00:00:00.000Z,2023-02-01T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNPPATMS,GPM ATMS on SUOMI-NPP Common Calibrated Brightness Temperature L1C 1.5 hours 16 km V05,05,10.5067/GPM/ATMS/NPP/1C/05,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2016-03-14T00:00:00.000Z,2011-12-09T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CNPPATMS,GPM ATMS on SUOMI-NPP Common Calibrated Brightness Temperature L1C 1.5 hours 16 km V07,07,10.5067/GPM/ATMS/NPP/1C/07,ACTIVE,1,1.5 hours,3.9 MB per file,HDF5,2022-05-09T00:00:00.000Z,2011-11-08T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CTRMMTMI,GPM TMI on TRMM Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V05,05,10.5067/GPM/TMI/TRMM/1C/05,COMPLETE,1,1.5 hours,15 MB per file,HDF5,2017-10-02T00:00:00.000Z,1997-12-07T00:00:00.000Z,2015-04-08T23:59:59.999Z,TRMM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_1CTRMMTMI,GPM TMI on TRMM Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,07,10.5067/GPM/TMI/TRMM/1C/07,COMPLETE,1,1.5 hours,15 MB per file,HDF5,2021-07-29T00:00:00.000Z,1997-12-07T00:00:00.000Z,2015-04-08T23:59:59.999Z,TRMM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2ADPRENV,GPM DPR L2A Environment 1.5 hours 5 km V06,06,,COMPLETE,2,1.5 hours,2051.99 MB per file,HDF5,2017-05-17T00:00:00.000Z,2014-03-08T00:00:00.000Z,2021-12-01T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2ADPRENV,GPM DPR L2A Environment 1.5 hours 5 km V07,07,,ACTIVE,2,1.5 hours,2051.99 MB per file,HDF5,2021-12-10T00:00:00.000Z,2014-03-08T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,L2,,,,,,,,OPENDAP,,
GPM_2ADPR,GPM DPR Precipitation Profile L2A 1.5 hours 5 km V06,06,10.5067/GPM/DPR/GPM/2A/06,COMPLETE,2,1.5 hours,400 MB per file,HDF5,2017-05-17T00:00:00.000Z,2014-03-08T00:00:00.000Z,2021-12-01T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2ADPR,GPM DPR Precipitation Profile L2A 1.5 hours 5 km V07,07,10.5067/GPM/DPR/GPM/2A/07,ACTIVE,2,1.5 hours,400 MB per file,HDF5,2021-12-10T00:00:00.000Z,2014-03-08T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,L2,,,,,,,,OPENDAP,,
GPM_2AGPROFAQUAAMSRE_CLIM,GPM AMSR-E on Aqua (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 5 km V05,05,10.5067/GPM/AMSRE/AQUA/GPROFCLIM/2A/05,COMPLETE,2,1.5 hours,16 MB per file,HDF5,2018-02-12T00:00:00.000Z,2002-06-01T00:00:00.000Z,2011-10-04T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFAQUAAMSRE_CLIM,GPM AMSR-E on Aqua (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 5 km V07,07,10.5067/GPM/AMSRE/AQUA/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,16 MB per file,HDF5,2022-05-09T00:00:00.000Z,2002-06-01T00:00:00.000Z,2011-10-04T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF08SSMI_CLIM,GPM SSM/I on F08 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMI/F08/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,1987-07-09T00:00:00.000Z,1991-12-31T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF10SSMI_CLIM,GPM SSM/I on F10 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMI/F10/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,1990-12-08T00:00:00.000Z,1997-11-14T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF11SSMI_CLIM,GPM SSM/I on F11 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 13 km V05,05,10.5067/GPM/SSMI/F11/GPROFCLIM/2A/05,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2018-02-12T00:00:00.000Z,1997-11-30T00:00:00.000Z,2000-05-16T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF11SSMI_CLIM,GPM SSM/I on F11 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 13 km V07,07,10.5067/GPM/SSMI/F11/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,1991-12-03T00:00:00.000Z,2000-05-16T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF13SSMI_CLIM,GPM SSM/I on F13 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMI/F13/GPROFCLIM/2A/05,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2018-02-12T00:00:00.000Z,1997-11-30T00:00:00.000Z,2009-11-20T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF13SSMI_CLIM,GPM SSM/I on F13 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMI/F13/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,1995-05-03T00:00:00.000Z,2009-11-20T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF14SSMI_CLIM,GPM SSM/I on F14 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMI/F14/GPROFCLIM/2A/05,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2018-02-12T00:00:00.000Z,1997-11-30T00:00:00.000Z,2008-08-24T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF14SSMI_CLIM,GPM SSM/I on F14 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMI/F14/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,1997-05-07T00:00:00.000Z,2008-08-24T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF15SSMI_CLIM,GPM SSM/I on F15 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMI/F15/GPROFCLIM/2A/05,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2018-02-12T00:00:00.000Z,2000-02-23T00:00:00.000Z,2006-08-14T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF15SSMI_CLIM,GPM SSM/I on F15 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMI/F15/GPROFCLIM/2A/07,COMPLETE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2000-02-23T00:00:00.000Z,2006-08-14T23:59:59.999Z,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF16SSMIS,GPM SSMIS on F16 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F16/GPROF/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2016-05-20T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF16SSMIS,GPM SSMIS on F16 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F16/GPROF/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF16SSMIS_CLIM,GPM SSMIS on F16 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F16/GPROFCLIM/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2017-05-23T00:00:00.000Z,2005-11-20T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF16SSMIS_CLIM,GPM SSMIS on F16 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F16/GPROFCLIM/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2005-11-20T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF17SSMIS,GPM SSMIS on F17 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F17/GPROF/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2016-05-20T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF17SSMIS,GPM SSMIS on F17 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F17/GPROF/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF17SSMIS_CLIM,GPM SSMIS on F17 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F17/GPROFCLIM/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2017-05-23T00:00:00.000Z,2008-03-19T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF17SSMIS_CLIM,GPM SSMIS on F17 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F17/GPROFCLIM/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2008-03-19T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF18SSMIS,GPM SSMIS on F18 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F18/GPROF/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2016-05-20T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF18SSMIS,GPM SSMIS on F18 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F18/GPROF/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF18SSMIS_CLIM,GPM SSMIS on F18 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F18/GPROFCLIM/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2017-05-23T00:00:00.000Z,2010-03-08T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF18SSMIS_CLIM,GPM SSMIS on F18 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F18/GPROFCLIM/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2010-03-08T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF19SSMIS,GPM SSMIS on F19 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F19/GPROF/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2016-05-20T00:00:00.000Z,2014-12-18T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,L2,,,,,,,,OPENDAP,,
GPM_2AGPROFF19SSMIS_CLIM,GPM SSMIS on F19 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V05,05,10.5067/GPM/SSMIS/F19/GPROFCLIM/2A/05,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2017-05-23T00:00:00.000Z,2014-12-18T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFF19SSMIS_CLIM,GPM SSMIS on F19 (GPROF) Climate-based Radiometer Precipitation Profiling 1.5 hours 12 km V07,07,10.5067/GPM/SSMIS/F19/GPROFCLIM/2A/07,ACTIVE,2,1.5 hours,20 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-12-18T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGCOMW1AMSR2,GPM AMSR-2 on GCOM-W1 (GPROF) Radiometer Precipitation Profiling L2A 1.5 hours 10 km V05,05,10.5067/GPM/AMSR2/GCOMW1/GPROF/2A/05,ACTIVE,2,1.5 hours,16 MB per file,HDF5,2016-05-20T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGCOMW1AMSR2,GPM AMSR-2 on GCOM-W1 (GPROF) Radiometer Precipitation Profiling L2A 1.5 hours 10 km V07,07,10.5067/GPM/AMSR2/GCOMW1/GPROF/2A/07,ACTIVE,2,1.5 hours,16 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-01-31T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGCOMW1AMSR2_CLIM,GPM AMSR-2 on GCOM-W1 (GPROF) Climate-based Radiometer Precipitation Profiling L2A 1.5 hours 10 km V05,05,10.5067/GPM/AMSR2/GCOMW1/GPROFCLIM/2A/05,ACTIVE,2,1.5 hours,16 MB per file,HDF5,2017-05-23T00:00:00.000Z,2012-07-02T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGCOMW1AMSR2_CLIM,GPM AMSR-2 on GCOM-W1 (GPROF) Climate-based Radiometer Precipitation Profiling L2A 1.5 hours 10 km V07,07,10.5067/GPM/AMSR2/GCOMW1/GPROFCLIM/2A/07,ACTIVE,2,1.5 hours,16 MB per file,HDF5,2022-05-09T00:00:00.000Z,2012-07-02T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGPMGMI,GPM GMI (GPROF) Radiometer Precipitation Profiling L2A 1.5 hours 13 km V05,05,10.5067/GPM/GMI/GPM/GPROF/2A/05,ACTIVE,2,1.5 hours,17 MB per file,HDF5,2016-05-03T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
GPM_2AGPROFGPMGMI,GPM GMI (GPROF) Radiometer Precipitation Profiling L2A 1.5 hours 13 km V07,07,10.5067/GPM/GMI/GPM/GPROF/2A/07,ACTIVE,2,1.5 hours,17 MB per file,HDF5,2022-05-09T00:00:00.000Z,2014-03-04T00:00:00.000Z,,GPM,ANDREY SAVTCHENKO,,,,,,,,,OPENDAP,,
